Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
89	CA	Matthew Knies	TOR	22	F	78	29	29	58	43	7	18:30	14:45	2:23	1:21	24	5	0	6	1	18	10	1	6	1	42	15	1	12	2	25.9%	1.205	1.205	2.410	1.251	0.938	2.189	1.603	3.206	4.809	0.372	0.372	0.744	152	19.1%	181	41	0	1	0.00%
90	CA	William Eklund	SJS	22	F	77	17	41	58	29	-7	19:33	15:37	2:44	1:11	10	6	1	2	1	29	10	2	0	0	39	16	3	2	1	27.6%	0.677	1.634	2.311	0.499	1.447	1.945	1.703	2.838	4.540	0.221	0.532	0.753	151	11.3%	54	46	11	25	30.56%
91	CA	Teuvo Teräväinen	CHI	30	F	82	15	43	58	12	-23	17:03	13:24	2:23	1:15	8	7	0	0	0	24	17	2	8	1	32	24	2	8	1	41.4%	0.643	1.844	2.487	0.436	1.309	1.746	2.146	5.211	7.357	0.183	0.524	0.707	111	13.5%	27	29	60	93	39.22%
92	CA	Morgan Geekie	BOS	26	F	77	33	24	57	22	3	16:55	15:05	1:48	0:01	29	4	0	4	0	19	5	0	2	0	48	9	0	6	0	15.8%	1.520	1.105	2.625	1.498	0.981	2.479	1.724	2.155	3.879	0.429	0.312	0.740	150	22.0%	110	29	174	200	46.52%
93	CA	Bo Horvat	NYI	29	F	81	28	29	57	16	-4	20:10	16:10	2:54	1:05	23	3	2	7	3	25	4	0	3	1	48	7	2	10	4	12.3%	1.028	1.065	2.093	1.053	1.144	2.197	0.765	1.019	1.784	0.346	0.358	0.704	243	11.5%	100	40	767	552	58.15%
94	CA	Connor McMichael	WSH	23	F	82	26	31	57	49	19	16:48	14:20	1:47	0:41	22	4	0	5	0	24	6	1	2	0	46	10	1	7	0	17.5%	1.132	1.349	2.481	1.123	1.225	2.347	1.641	2.461	4.102	0.317	0.378	0.695	177	14.7%	39	36	51	58	46.79%
95	CA	Kent Johnson	CBJ	22	F	68	24	33	57	16	2	17:17	14:14	2:32	0:30	19	4	1	4	0	20	11	2	2	1	39	15	3	6	1	26.3%	1.225	1.684	2.908	1.178	1.240	2.418	1.386	3.812	5.198	0.353	0.485	0.838	123	19.5%	3	29	0	8	0.00%
96	CA	Matthew Tkachuk	FLA	27	F	52	22	35	57	54	-3	18:13	14:50	3:20	0:02	11	11	0	2	0	23	12	0	6	0	34	23	0	8	0	40.4%	1.392	2.215	3.607	0.855	1.788	2.643	3.790	4.135	7.925	0.423	0.673	1.096	156	14.1%	84	12	1	4	20.00%
97	CA	Pavel Buchnevich	STL	29	F	76	20	37	57	23	10	19:01	15:41	2:17	1:03	18	2	0	3	0	25	10	2	4	0	43	12	2	7	0	21.1%	0.830	1.535	2.365	0.906	1.258	2.164	0.691	3.456	4.147	0.263	0.487	0.750	145	13.8%	44	32	85	143	37.28%
98	CA	Sean Monahan	CBJ	30	F	54	19	38	57	20	19	19:00	14:55	2:34	1:31	12	7	0	2	0	28	7	3	7	0	40	14	3	9	0	24.6%	1.110	2.220	3.331	0.893	2.085	2.978	3.030	3.030	6.060	0.352	0.704	1.056	128	14.8%	30	34	616	555	52.60%
99	CA	Jake Sanderson	OTT	22	D	80	11	46	57	12	-14	24:26	18:24	3:26	2:35	6	5	0	4	1	17	25	4	9	1	23	30	4	13	2	52.6%	0.338	1.411	1.749	0.244	0.693	0.937	1.090	5.452	6.543	0.138	0.575	0.713	195	5.6%	38	163	0	0	0.00%
100	CA	Shea Theodore	VGK	29	D	67	7	50	57	26	18	21:59	19:10	2:39	0:09	5	2	0	2	0	33	17	0	8	2	38	19	0	10	2	33.3%	0.285	2.036	2.321	0.234	1.542	1.775	0.674	5.728	6.401	0.104	0.746	0.851	128	5.5%	6	82	0	0	0.00%
101	CA	Brock Nelson	COL	33	F	80	26	30	56	18	8	18:54	15:36	2:20	0:57	20	3	3	7	1	26	4	0	5	1	46	7	3	12	2	12.5%	1.031	1.190	2.221	0.961	1.249	2.210	0.958	1.277	2.235	0.325	0.375	0.700	193	13.5%	34	43	630	579	52.11%
102	CA	Kirill Kaprizov	MIN	27	F	41	25	31	56	16	19	22:28	19:09	3:17	0:00	21	4	0	5	2	21	10	0	8	2	42	14	0	13	4	25.0%	1.628	2.019	3.648	1.604	1.604	3.207	1.775	4.438	6.213	0.610	0.756	1.366	145	17.2%	16	17	0	2	0.00%
103	CA	Jonathan Marchessault	NSH	34	F	78	21	35	56	37	-29	17:58	14:47	3:09	0:00	17	4	0	4	1	16	19	0	9	0	33	23	0	13	1	41.1%	0.899	1.498	2.396	0.884	0.832	1.715	0.972	4.617	5.589	0.269	0.449	0.718	206	10.2%	77	25	17	50	25.37%
104	CA	Brady Tkachuk	OTT	25	F	72	29	26	55	123	0	18:14	14:51	3:21	0:01	15	14	0	5	4	17	9	0	2	0	32	23	0	7	4	41.8%	1.325	1.188	2.513	0.841	0.953	1.794	3.480	2.237	5.717	0.403	0.361	0.764	296	9.8%	228	33	178	169	51.30%
105	CA	Troy Terry	ANA	27	F	77	21	34	55	20	0	18:50	15:50	2:53	0:07	17	4	0	4	1	27	7	0	4	1	44	11	0	8	2	20.0%	0.868	1.406	2.274	0.836	1.328	2.165	1.079	1.888	2.967	0.273	0.442	0.714	188	11.2%	7	29	12	20	37.50%
106	CA	Adam Fantilli	CBJ	20	F	82	31	23	54	18	4	17:28	15:36	1:34	0:17	28	2	1	3	0	20	2	1	1	0	48	4	2	4	0	7.4%	1.298	0.963	2.261	1.312	0.937	2.250	0.934	0.934	1.867	0.378	0.280	0.659	191	16.2%	113	56	420	599	41.22%
107	CA	Tyler Toffoli	SJS	32	F	78	30	24	54	14	-21	16:55	13:48	3:05	0:01	24	6	0	1	0	15	9	0	4	1	39	15	0	5	1	27.8%	1.363	1.090	2.454	1.338	0.836	2.174	1.490	2.235	3.724	0.385	0.308	0.692	233	12.9%	54	32	13	11	54.17%
108	CA	Anders Lee	NYI	34	F	82	29	25	54	35	3	17:03	14:36	2:27	0:00	24	5	0	3	0	21	4	0	6	0	45	9	0	9	0	16.7%	1.244	1.072	2.316	1.202	1.052	2.254	1.492	1.194	2.686	0.354	0.305	0.659	233	12.5%	120	39	12	15	44.44%
109	CA	Quinton Byfield	LAK	22	F	81	23	31	54	46	16	18:37	15:02	1:59	1:35	19	3	1	4	3	27	4	0	5	0	46	7	1	9	3	13.0%	0.915	1.233	2.148	0.936	1.330	2.265	1.118	1.491	2.610	0.284	0.383	0.667	157	14.7%	80	33	415	527	44.06%
110	CA	Mats Zuccarello	MIN	37	F	69	19	35	54	22	0	19:39	16:19	3:19	0:00	16	3	0	6	1	22	13	0	8	2	38	16	0	14	3	29.6%	0.841	1.548	2.389	0.852	1.172	2.025	0.785	3.402	4.188	0.275	0.507	0.783	151	12.6%	32	48	14	21	40.00%
111	CA	Steven Stamkos	NSH	34	F	82	27	26	53	48	-36	17:59	14:44	3:13	0:02	13	14	0	6	1	19	7	0	4	1	32	21	0	10	2	39.6%	1.098	1.057	2.154	0.645	0.943	1.588	3.184	1.592	4.775	0.329	0.317	0.646	174	15.5%	66	46	396	398	49.87%
112	CA	Timo Meier	NJD	28	F	80	26	27	53	58	7	17:51	15:57	1:52	0:01	19	7	0	5	0	21	6	0	3	2	40	13	0	8	2	24.5%	1.092	1.134	2.226	0.893	0.987	1.879	2.802	2.401	5.203	0.325	0.338	0.663	239	10.9%	138	65	8	18	30.77%
113	CA	Jason Zucker	BUF	32	F	73	21	32	53	57	4	15:59	13:07	2:51	0:00	10	11	0	4	0	22	10	0	2	0	32	21	0	6	0	39.6%	1.079	1.644	2.724	0.626	1.378	2.005	3.155	2.869	6.024	0.288	0.438	0.726	143	14.7%	68	22	42	64	39.62%
114	CA	Ryan O'Reilly	NSH	33	F	79	21	32	53	24	-23	18:59	15:13	2:53	0:52	12	9	0	3	0	24	8	0	1	0	36	17	0	4	0	32.1%	0.840	1.280	2.120	0.599	1.198	1.796	2.363	2.100	4.463	0.266	0.405	0.671	151	13.9%	20	72	746	593	55.71%
115	CA	Ryan McLeod	BUF	25	F	79	20	33	53	16	13	16:49	14:01	0:29	2:18	17	0	3	2	0	28	2	3	3	0	45	2	6	5	0	3.8%	0.903	1.489	2.392	0.921	1.517	2.438	0.000	3.093	3.093	0.253	0.418	0.671	97	20.6%	17	35	630	574	52.33%
116	CA	Carter Verhaeghe	FLA	29	F	81	20	33	53	46	-14	17:52	15:18	2:33	0:00	15	5	0	5	0	22	11	0	3	0	37	16	0	8	0	30.2%	0.829	1.368	2.197	0.726	1.065	1.791	1.449	3.188	4.637	0.247	0.407	0.654	242	8.3%	95	28	16	28	36.36%
117	CA	Mikhail Sergachev	UTA	26	D	77	15	38	53	32	-8	25:07	18:46	3:18	3:01	11	3	1	3	2	18	20	0	7	1	29	23	1	10	3	43.4%	0.465	1.179	1.644	0.456	0.747	1.203	0.706	4.704	5.410	0.195	0.494	0.688	132	11.4%	61	140	0	0	0.00%
118	CA	Erik Karlsson	PIT	34	D	82	11	42	53	20	-24	23:14	20:00	2:26	0:47	9	2	0	1	1	29	13	0	10	4	38	15	0	11	5	28.3%	0.346	1.323	1.669	0.329	1.061	1.390	0.599	3.896	4.495	0.134	0.512	0.646	191	5.8%	29	94	0	0	0.00%
119	CA	Pavel Dorofeyev	VGK	24	F	82	35	17	52	30	2	16:31	14:21	2:09	0:00	22	13	0	7	0	13	4	0	2	0	35	17	0	9	0	32.7%	1.550	0.753	2.302	1.121	0.663	1.784	4.400	1.354	5.754	0.427	0.207	0.634	254	13.8%	28	37	3	13	18.75%
120	CA	Mason McTavish	ANA	21	F	76	22	30	52	38	0	16:52	14:19	2:32	0:00	16	6	0	2	1	24	6	0	3	0	40	12	0	5	1	23.1%	1.029	1.403	2.433	0.882	1.323	2.205	1.865	1.865	3.730	0.289	0.395	0.684	180	12.2%	70	31	487	474	50.68%
121	CA	Sam Bennett	FLA	28	F	76	25	26	51	90	-15	17:27	15:01	2:21	0:04	18	7	0	4	1	22	4	0	4	1	40	11	0	8	2	21.6%	1.131	1.176	2.307	0.946	1.156	2.102	2.346	1.341	3.686	0.329	0.342	0.671	241	10.4%	143	45	450	523	46.25%
122	CA	Ivan Barbashev	VGK	29	F	70	23	28	51	10	26	16:47	15:52	0:55	0:00	21	2	0	3	1	27	1	0	4	0	48	3	0	7	1	5.9%	1.174	1.429	2.602	1.134	1.458	2.593	1.856	0.928	2.784	0.329	0.400	0.729	111	20.7%	104	33	12	21	36.36%
123	CA	Brad Marchand	FLA	36	F	71	23	28	51	64	-7	18:19	13:50	3:09	1:19	18	5	0	5	2	19	8	1	4	1	37	13	1	9	3	25.5%	1.061	1.291	2.352	1.098	1.159	2.258	1.339	2.143	3.482	0.324	0.394	0.718	194	11.9%	81	34	5	8	38.46%
124	CA	Juraj Slafkovsky	MTL	20	F	79	18	33	51	45	4	17:20	14:14	3:06	0:00	13	5	0	1	0	28	5	0	9	1	41	10	0	10	1	19.6%	0.788	1.445	2.233	0.694	1.494	2.188	1.224	1.224	2.448	0.228	0.418	0.646	133	13.5%	194	62	5	14	26.32%
125	CA	Chandler Stephenson	SEA	30	F	78	13	38	51	24	-9	19:30	14:58	2:33	1:58	10	1	2	1	0	21	17	0	9	2	31	18	2	10	2	35.3%	0.513	1.498	2.011	0.514	1.078	1.592	0.300	5.102	5.402	0.167	0.487	0.654	73	17.8%	33	50	761	713	51.63%
126	CA	John Carlson	WSH	34	D	79	5	46	51	22	17	23:33	17:43	3:00	2:50	4	1	0	0	0	33	13	0	7	1	37	14	0	7	1	27.5%	0.161	1.483	1.644	0.171	1.414	1.586	0.253	3.289	3.542	0.063	0.582	0.646	167	3.0%	49	131	0	0	0.00%
127	CA	Brock Boeser	VAN	27	F	75	25	25	50	16	-25	18:09	14:53	3:15	0:00	16	9	0	3	0	14	11	0	5	2	30	20	0	8	2	40.0%	1.101	1.101	2.202	0.859	0.752	1.611	2.213	2.704	4.917	0.333	0.333	0.667	145	17.2%	76	34	15	40	27.27%
128	CA	Conor Garland	VAN	28	F	81	19	31	50	52	-13	18:39	14:56	2:54	0:47	12	7	0	4	2	22	9	0	5	1	34	16	0	9	3	32.0%	0.754	1.231	1.985	0.595	1.090	1.685	1.782	2.292	4.074	0.235	0.383	0.617	171	11.1%	49	58	5	13	27.78%
129	CA	Brayden Schenn	STL	33	F	82	18	32	50	61	3	17:33	15:16	1:47	0:30	16	2	0	5	2	27	5	0	4	1	43	7	0	9	3	14.0%	0.750	1.333	2.083	0.767	1.294	2.060	0.821	2.051	2.872	0.220	0.390	0.610	145	12.4%	193	55	618	564	52.28%
130	CA	Cole Perfetti	WPG	22	F	82	18	32	50	20	14	15:11	13:28	1:42	0:00	13	5	0	2	0	22	10	0	3	1	35	15	0	5	1	30.0%	0.867	1.542	2.409	0.706	1.195	1.901	2.133	4.266	6.399	0.220	0.390	0.610	143	12.6%	71	45	21	46	31.34%
131	CA	Evgeni Malkin	PIT	38	F	68	16	34	50	42	-24	17:47	15:16	2:29	0:00	12	4	0	3	1	22	12	0	5	4	34	16	0	8	5	32.0%	0.794	1.687	2.481	0.693	1.270	1.963	1.412	4.236	5.648	0.235	0.500	0.735	125	12.8%	32	48	290	343	45.81%
132	CA	Thomas Harley	DAL	23	D	78	16	34	50	16	32	23:22	19:28	2:23	1:31	15	1	0	3	2	20	14	0	13	2	35	15	0	16	4	30.0%	0.526	1.119	1.645	0.593	0.790	1.383	0.322	4.514	4.837	0.205	0.436	0.641	171	9.4%	33	110	0	0	0.00%
133	CA	Claude Giroux	OTT	36	F	81	15	35	50	18	-8	18:12	13:25	2:25	2:21	11	4	0	3	0	20	14	1	4	1	31	18	1	7	1	36.0%	0.610	1.424	2.034	0.607	1.103	1.710	1.222	4.278	5.500	0.185	0.432	0.617	138	10.9%	64	41	600	376	61.48%
134	CA	Jaden Schwartz	SEA	32	F	81	26	23	49	24	-6	17:52	15:29	2:22	0:01	20	6	0	6	0	19	4	0	1	0	39	10	0	7	0	20.4%	1.077	0.953	2.030	0.956	0.908	1.864	1.877	1.251	3.128	0.321	0.284	0.605	194	13.4%	43	42	34	34	50.00%
135	CA	Ryan Nugent-Hopkins	EDM	31	F	78	20	29	49	24	4	18:58	14:07	3:06	1:43	11	7	2	5	1	16	13	0	5	1	27	20	2	10	2	40.8%	0.811	1.176	1.987	0.599	0.871	1.470	1.728	3.209	4.937	0.256	0.372	0.628	164	12.2%	26	48	270	287	48.47%
136	CA	Jamie Benn	DAL	35	F	80	16	33	49	70	3	15:18	12:22	2:18	0:37	15	1	0	4	1	24	9	0	5	0	39	10	0	9	1	20.4%	0.784	1.618	2.402	0.909	1.454	2.363	0.326	2.931	3.256	0.200	0.413	0.613	136	11.8%	114	45	296	233	55.95%
137	CA	Jake DeBrusk	VAN	28	F	82	28	20	48	18	-15	16:38	14:00	2:32	0:05	14	14	0	4	2	15	5	0	3	0	29	19	0	7	2	39.6%	1.231	0.879	2.110	0.731	0.784	1.515	4.018	1.435	5.453	0.341	0.244	0.585	171	16.4%	96	48	11	18	37.93%
138	CA	Kyle Palmieri	NYI	33	F	82	24	24	48	20	-17	18:30	15:06	2:21	1:02	19	5	0	2	0	19	4	1	4	1	38	9	1	6	1	18.8%	0.948	0.948	1.897	0.920	0.920	1.840	1.554	1.243	2.798	0.293	0.293	0.585	169	14.2%	54	48	13	20	39.39%
139	CA	Andrei Svechnikov	CAR	24	F	72	20	28	48	59	-8	17:06	13:51	3:12	0:02	10	10	0	2	0	20	8	0	3	0	30	18	0	5	0	37.5%	0.974	1.363	2.337	0.601	1.202	1.803	2.592	2.074	4.666	0.278	0.389	0.667	180	11.1%	148	22	1	3	25.00%
140	CA	Matt Coronato	CGY	22	F	77	24	23	47	25	6	17:34	15:05	2:29	0:00	19	5	0	4	1	11	12	0	7	2	30	17	0	11	3	36.2%	1.064	1.019	2.083	0.981	0.568	1.549	1.568	3.762	5.330	0.312	0.299	0.610	180	13.3%	36	37	68	91	42.77%
141	CA	Dmitry Voronkov	CBJ	24	F	73	23	24	47	55	17	16:47	14:38	2:06	0:02	15	8	0	1	0	21	3	0	4	0	36	11	0	5	0	23.4%	1.126	1.175	2.301	0.842	1.178	2.020	3.131	1.174	4.305	0.315	0.329	0.644	154	14.9%	71	47	37	52	41.57%
142	CA	Mason Marchment	DAL	29	F	62	22	25	47	53	15	15:20	13:23	1:56	0:00	17	5	0	4	0	20	5	0	4	0	37	10	0	8	0	21.3%	1.388	1.577	2.965	1.229	1.446	2.675	2.482	2.482	4.963	0.355	0.403	0.758	134	16.4%	79	21	12	13	48.00%
143	CA	Jakob Chychrun	WSH	26	D	74	20	27	47	52	17	21:03	18:42	2:14	0:07	15	5	0	6	1	17	10	0	8	2	32	15	0	14	3	31.9%	0.770	1.039	1.809	0.650	0.737	1.387	1.804	3.608	5.412	0.270	0.365	0.635	179	11.2%	59	87	0	0	0.00%
144	CA	Elias Lindholm	BOS	30	F	82	17	30	47	14	-4	18:04	13:22	2:56	1:45	14	2	1	3	0	16	12	2	3	2	30	14	3	6	2	29.8%	0.688	1.214	1.902	0.766	0.875	1.641	0.498	2.989	3.488	0.207	0.366	0.573	152	11.2%	113	79	759	615	55.24%
145	CA	Dylan Cozens	OTT	23	F	82	16	31	47	68	-17	17:03	14:02	2:26	0:34	11	5	0	2	0	24	7	0	5	0	35	12	0	7	0	25.5%	0.686	1.330	2.016	0.574	1.251	1.825	1.494	2.091	3.584	0.195	0.378	0.573	188	8.5%	205	45	587	573	50.60%
146	CA	Pavel Zacha	BOS	27	F	82	14	33	47	21	-8	19:03	14:45	2:32	1:45	10	2	2	5	2	27	5	1	4	0	37	7	3	9	2	14.9%	0.537	1.267	1.804	0.496	1.338	1.834	0.577	1.441	2.018	0.171	0.402	0.573	132	10.6%	63	26	393	346	53.18%
147	CA	Mackenzie Weegar	CGY	30	D	81	8	39	47	33	18	24:09	19:27	2:49	1:52	4	4	0	0	0	20	17	2	7	0	24	21	2	7	0	44.7%	0.245	1.196	1.441	0.152	0.762	0.914	1.047	4.452	5.499	0.099	0.481	0.580	184	4.4%	223	192	0	1	0.00%
148	CA	Pius Suter	VAN	28	F	81	25	21	46	18	2	17:20	13:42	1:20	2:17	22	2	1	3	0	17	3	1	2	0	39	5	2	5	0	10.9%	1.068	0.897	1.965	1.189	0.919	2.107	1.100	1.651	2.751	0.309	0.259	0.568	138	18.1%	59	43	372	502	42.56%
149	CA	Warren Foegele	LAK	28	F	82	24	22	46	24	36	16:10	13:52	0:45	1:32	23	1	0	7	0	21	1	0	2	0	44	2	0	9	0	4.3%	1.086	0.996	2.082	1.214	1.108	2.322	0.969	0.969	1.938	0.293	0.268	0.561	199	12.1%	74	40	24	35	40.68%
150	CA	Tyler Bertuzzi	CHI	29	F	82	23	23	46	51	-39	16:00	13:30	2:29	0:00	13	10	0	1	0	13	10	0	2	0	26	20	0	3	0	43.5%	1.052	1.052	2.103	0.704	0.704	1.408	2.939	2.939	5.878	0.280	0.280	0.561	131	17.6%	60	28	22	25	46.81%
151	CA	Jake Neighbours	STL	22	F	82	22	24	46	56	0	15:53	13:45	1:57	0:11	16	6	0	3	1	18	6	0	4	0	34	12	0	7	1	26.1%	1.013	1.105	2.118	0.851	0.958	1.809	2.246	2.246	4.493	0.268	0.293	0.561	122	18.0%	173	56	5	13	27.78%
152	CA	Oliver Bjorkstrand	TBL	29	F	79	21	25	46	18	2	15:08	12:51	2:17	0:00	16	5	0	2	0	18	7	0	3	0	34	12	0	5	0	26.1%	1.053	1.253	2.306	0.945	1.063	2.008	1.661	2.325	3.986	0.266	0.316	0.582	154	13.6%	74	26	3	7	30.00%
153	CA	Barrett Hayton	UTA	24	F	82	20	26	46	45	-6	16:06	13:16	1:58	0:50	13	7	0	7	0	18	8	0	5	1	31	15	0	12	1	32.6%	0.909	1.182	2.090	0.717	0.992	1.709	2.584	2.953	5.537	0.244	0.317	0.561	154	13.0%	31	44	552	468	54.12%
154	CA	Moritz Seider	DET	23	D	82	8	38	46	40	-5	25:04	20:10	2:56	1:56	4	4	0	0	0	18	20	0	9	2	22	24	0	9	2	52.2%	0.233	1.109	1.342	0.145	0.653	0.798	0.994	4.971	5.965	0.098	0.463	0.561	162	4.9%	210	181	0	0	0.00%
155	CA	Artturi Lehkonen	COL	29	F	69	27	18	45	34	36	20:22	17:06	2:19	0:56	25	1	1	5	0	14	4	0	1	0	39	5	1	6	0	11.1%	1.152	0.768	1.920	1.270	0.711	1.981	0.374	1.497	1.872	0.391	0.261	0.652	148	18.2%	33	39	7	9	43.75%
156	CA	Frank Vatrano	ANA	30	F	81	21	24	45	80	-9	17:32	14:11	2:36	0:45	17	3	1	1	0	22	2	0	3	1	39	5	1	4	1	11.1%	0.887	1.013	1.900	0.888	1.149	2.036	0.852	0.568	1.420	0.259	0.296	0.556	234	9.0%	169	69	16	18	47.06%
157	CA	Simon Holmström	NYI	23	F	75	20	25	45	8	5	16:51	13:37	1:50	1:23	17	2	1	3	0	18	4	3	5	1	35	6	4	8	1	13.3%	0.949	1.186	2.135	0.998	1.057	2.055	0.865	1.730	2.595	0.267	0.333	0.600	96	20.8%	27	55	1	4	20.00%
158	CA	Leo Carlsson	ANA	20	F	76	20	25	45	14	6	16:14	13:17	2:28	0:28	15	4	1	5	2	21	3	1	3	1	36	7	2	8	3	15.6%	0.972	1.215	2.188	0.891	1.247	2.138	1.279	0.960	2.239	0.263	0.329	0.592	114	17.5%	24	36	302	428	41.37%
159	CA	Will Cuylle	NYR	22	F	82	20	25	45	42	12	15:04	13:14	0:45	1:04	16	2	2	3	0	23	1	1	1	0	39	3	3	4	0	6.7%	0.971	1.213	2.184	0.884	1.271	2.154	1.941	0.970	2.911	0.244	0.305	0.549	152	13.2%	300	50	10	23	30.30%
160	CA	William Smith	SJS	19	F	74	18	27	45	18	-15	15:51	13:46	2:02	0:02	13	5	0	1	0	20	7	0	2	0	33	12	0	3	0	26.7%	0.921	1.381	2.302	0.765	1.177	1.942	1.988	2.783	4.771	0.243	0.365	0.608	127	14.2%	13	16	65	113	36.52%
161	CA	Anton Lundell	FLA	23	F	79	17	28	45	36	17	16:42	13:23	1:17	2:02	13	2	2	1	0	24	4	0	2	0	37	6	2	3	0	13.3%	0.773	1.272	2.045	0.738	1.362	2.099	1.179	2.357	3.536	0.215	0.354	0.570	158	10.8%	110	54	542	481	52.98%
162	CA	Alexis Lafrenière	NYR	23	F	82	17	28	45	38	-13	17:00	15:25	1:34	0:00	15	2	0	4	0	26	2	0	3	0	41	4	0	7	0	8.9%	0.731	1.205	1.936	0.711	1.233	1.944	0.930	0.930	1.861	0.207	0.341	0.549	153	11.1%	120	27	13	26	33.33%
163	CA	Elias Pettersson	VAN	26	F	64	15	30	45	14	-10	18:39	14:53	3:08	0:37	8	7	0	1	0	21	9	0	7	2	29	16	0	8	2	35.6%	0.754	1.507	2.261	0.503	1.322	1.825	2.087	2.684	4.771	0.234	0.469	0.703	109	13.8%	73	77	458	506	47.51%
164	CA	Sean Couturier	PHI	32	F	79	15	30	45	41	1	17:17	15:18	1:29	0:29	14	1	0	2	1	27	3	0	4	0	41	4	0	6	1	8.9%	0.659	1.318	1.976	0.694	1.339	2.034	0.507	1.521	2.028	0.190	0.380	0.570	155	9.7%	54	45	670	525	56.07%
165	CA	Thomas Chabot	OTT	27	D	80	9	36	45	24	17	23:01	19:10	1:58	1:52	8	1	0	1	1	29	7	0	5	0	37	8	0	6	1	17.8%	0.293	1.173	1.466	0.313	1.135	1.448	0.380	2.661	3.041	0.113	0.450	0.563	179	5.0%	58	145	0	0	0.00%
166	CA	Shayne Gostisbehere	CAR	31	D	70	7	38	45	52	1	18:31	14:56	3:24	0:10	3	4	0	0	0	15	23	0	10	2	18	27	0	10	2	60.0%	0.324	1.759	2.083	0.172	0.861	1.033	1.006	5.784	6.790	0.100	0.543	0.643	122	5.7%	40	66	0	0	0.00%
167	CA	Zach Hyman	EDM	32	F	73	27	17	44	32	9	18:52	15:44	3:08	0:00	21	6	0	7	1	11	6	0	1	0	32	12	0	8	1	27.3%	1.175	0.740	1.915	1.097	0.574	1.671	1.569	1.569	3.139	0.370	0.233	0.603	210	12.9%	58	24	2	3	40.00%
168	CA	Cutter Gauthier	ANA	20	F	82	20	24	44	20	8	14:09	12:30	1:32	0:06	18	2	0	3	2	20	4	0	3	1	38	6	0	6	3	13.6%	1.034	1.241	2.274	1.053	1.170	2.223	0.949	1.899	2.848	0.244	0.293	0.537	190	10.5%	68	51	21	35	37.50%
169	CA	Shane Wright	SEA	20	F	79	19	25	44	18	4	14:04	12:07	1:55	0:01	12	7	0	2	0	19	6	0	5	0	31	13	0	7	0	29.5%	1.026	1.350	2.375	0.752	1.190	1.942	2.760	2.366	5.127	0.241	0.316	0.557	91	20.9%	54	62	369	461	44.46%
170	CA	Kaapo Kakko	SEA	23	F	79	14	30	44	38	-2	15:36	14:03	1:33	0:00	10	4	0	2	0	26	4	0	2	0	36	8	0	4	0	18.2%	0.681	1.459	2.140	0.540	1.405	1.946	1.953	1.953	3.906	0.177	0.380	0.557	117	12.0%	68	28	50	50	50.00%
171	CA	Devon Toews	COL	30	D	76	10	34	44	26	30	24:35	21:10	1:03	2:21	9	1	0	4	2	32	2	0	3	0	41	3	0	7	2	6.8%	0.321	1.092	1.413	0.336	1.193	1.529	0.744	1.487	2.231	0.132	0.447	0.579	138	7.3%	40	103	0	0	0.00%
172	CA	Luke Hughes	NJD	21	D	71	7	37	44	16	-9	21:09	19:08	1:38	0:22	7	0	0	1	0	21	16	0	4	0	28	16	0	5	0	36.4%	0.280	1.478	1.757	0.309	0.927	1.236	0.000	8.259	8.259	0.099	0.521	0.620	121	5.8%	19	60	0	1	0.00%
173	CA	Tyson Foerster	PHI	22	F	81	25	18	43	49	-9	16:51	13:59	1:56	0:55	19	6	0	2	0	16	2	0	2	0	35	8	0	4	0	18.6%	1.098	0.791	1.889	1.006	0.847	1.852	2.293	0.764	3.058	0.309	0.222	0.531	142	17.6%	75	54	0	2	0.00%
174	CA	Owen Tippett	PHI	25	F	77	20	23	43	16	-12	15:59	14:01	1:55	0:03	20	0	0	2	1	16	7	0	3	1	36	7	0	5	2	16.3%	0.975	1.121	2.095	1.111	0.889	2.001	0.000	2.845	2.845	0.260	0.299	0.558	188	10.6%	115	63	7	11	38.89%
175	CA	Matthew Beniers	SEA	22	F	82	20	23	43	14	0	18:41	15:44	2:26	0:30	15	5	0	2	1	19	4	0	2	0	34	9	0	4	1	20.9%	0.783	0.901	1.684	0.697	0.883	1.580	1.502	1.202	2.704	0.244	0.280	0.524	147	13.6%	42	77	569	625	47.65%
176	CA	Jackson LaCombe	ANA	23	D	75	14	29	43	28	0	22:18	17:55	2:08	2:14	12	2	0	2	0	21	7	1	4	2	33	9	1	6	2	20.9%	0.502	1.040	1.543	0.535	0.937	1.472	0.749	2.622	3.371	0.187	0.387	0.573	134	10.5%	69	129	0	1	0.00%
177	CA	Phillip Danault	LAK	31	F	80	8	35	43	26	20	17:40	14:25	1:23	1:51	7	1	0	3	0	34	0	1	6	1	41	1	1	9	1	2.3%	0.339	1.485	1.825	0.364	1.767	2.131	0.541	0.000	0.541	0.100	0.438	0.538	123	6.5%	83	73	635	581	52.22%
